dominant_accession	canonical_assembly_key	sets	n_benchmark_genomes	gtdb_taxonomy	novelty_class	novelty_depth	deepest_represented_rank	novelty_class_suffix_stripped_sensitivity	novelty_class_vs_train_plus_val_sensitivity	phylum	phylum_in_train	phylum_n_train_genomes	class	class_in_train	class_n_train_genomes	order	order_in_train	order_n_train_genomes	family	family_in_train	family_n_train_genomes	genus	genus_in_train	genus_n_train_genomes	species	species_in_train	species_n_train_genomes
GB_GCA_018647845.1	018647845	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Patescibacteriia;o__Magasanikbacterales;f__UBA922;g__JABIEQ01;s__JABIEQ01 sp018651085	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Patescibacteriia	True	184	Magasanikbacterales	True	44	UBA922	True	27	JABIEQ01	True	3	JABIEQ01 sp018651085	True	3
GB_GCA_018649525.1	018649525	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JABBGTR01;s__JABBGTR01 sp018646985	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Microgenomatia	True	146	UBA1400	True	46	PJMF01	True	22	JABBGTR01	True	2	JABBGTR01 sp018646985	True	2
GB_GCA_018657425.1	018657425	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Patescibacteriia;o__Magasanikbacterales;f__UBA922;g__JABIEQ01;s__JABIEQ01 sp018651085	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Patescibacteriia	True	184	Magasanikbacterales	True	44	UBA922	True	27	JABIEQ01	True	3	JABIEQ01 sp018651085	True	3
GB_GCA_019856215.1	019856215	set_A_v2;set_B_v2	3	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Lactobacillales	True	8717	Streptococcaceae	True	4296	Streptococcus	True	4072	Streptococcus mutans	True	59
GB_GCA_020735665.1	020735665	set_A_v2;set_B_v2;set_E	3	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp000154245	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Clostridia	True	3371	Lachnospirales	True	1160	Lachnospiraceae	True	1121	Coprococcus	True	37	Coprococcus sp000154245	True	5
GB_GCA_021383625.1	021383625	set_B_v2;set_E	2	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Staphylococcales	True	4832	Staphylococcaceae	True	4802	Staphylococcus	True	4669	Staphylococcus aureus	True	3499
GB_GCA_021786945.1	021786945	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA6257;f__02-FULL-45-10c;g__JAHILT01;s__JAHILT01 sp021786945	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Minisyncoccia	True	490	UBA6257	True	59	02-FULL-45-10c	True	4	JAHILT01	True	1	JAHILT01 sp021786945	True	1
GB_GCA_021815445.1	021815445	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Patescibacteriia;o__UBA10025;f__UBA10025;g__JAKAGM01;s__JAKAGM01 sp021815445	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Patescibacteriia	True	184	UBA10025	True	3	UBA10025	True	3	JAKAGM01	True	3	JAKAGM01 sp021815445	True	3
GB_GCA_022014675.1	022014675	set_E	1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori_BU	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Helicobacteraceae	True	1627	Helicobacter	True	1198	Helicobacter pylori_BU	True	182
GB_GCA_022179705.1	022179705	set_A_v2;set_B_v2	3	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces violaceoruber	lineage_represented	0	species	lineage_represented	lineage_represented	Actinomycetota	True	9581	Actinomycetes	True	8889	Streptomycetales	True	1082	Streptomycetaceae	True	1082	Streptomyces	True	1044	Streptomyces violaceoruber	True	10
GB_GCA_022227015.1	022227015	set_A_v2;set_B_v2;set_E	3	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_A;s__Nitrospira_A sp024998595	lineage_represented	0	species	lineage_represented	lineage_represented	Nitrospirota	True	156	Nitrospiria	True	91	Nitrospirales	True	85	Nitrospiraceae	True	67	Nitrospira_A	True	24	Nitrospira_A sp024998595	True	1
GB_GCA_022409555.1	022409555	set_A_v2;set_E	5	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella pertussis	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Burkholderiales	True	2242	Burkholderiaceae	True	1603	Bordetella	True	213	Bordetella pertussis	True	181
GB_GCA_022846095.1	022846095	set_B_v2;set_E	4	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1202;s__UMGS1202 sp900549565	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Clostridia	True	3371	Oscillospirales	True	851	Oscillospiraceae	True	132	UMGS1202	True	1	UMGS1202 sp900549565	True	1
GB_GCA_024397275.1	024397275	set_A_v2	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus inaquosorum	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Bacillales	True	1746	Bacillaceae	True	1021	Bacillus	True	1007	Bacillus inaquosorum	True	23
GB_GCA_025058735.1	025058735	set_D_clean	10	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WYZ-LMO2;s__WYZ-LMO2 sp025058735	lineage_represented	0	species	lineage_represented	lineage_represented	Halobacteriota	True	573	Archaeoglobi	True	33	Archaeoglobales	True	31	Archaeoglobaceae	True	31	WYZ-LMO2	True	10	WYZ-LMO2 sp025058735	True	2
GB_GCA_025561645.1	025561645	set_E	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Staphylococcales	True	4832	Staphylococcaceae	True	4802	Staphylococcus	True	4669	Staphylococcus aureus	True	3499
GB_GCA_025998875.1	025998875	set_A_v2	1	d__Bacteria;p__Bacteroidota_A;c__Rhodothermia;o__JANXDC01;f__JANXDC01;g__JANXDC01;s__JANXDC01 sp025998875	lineage_represented	0	species	lineage_represented	lineage_represented	Bacteroidota_A	True	528	Rhodothermia	True	225	JANXDC01	True	6	JANXDC01	True	6	JANXDC01	True	6	JANXDC01 sp025998875	True	2
GB_GCA_027376345.1	027376345	set_D_clean	10	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAJYEA01;s__JAJYEA01 sp021809545	lineage_represented	0	species	lineage_represented	lineage_represented	Thermoplasmatota	True	123	Thermoplasmata	True	121	UBA184	True	16	UBA184	True	16	JAJYEA01	True	15	JAJYEA01 sp021809545	True	15
GB_GCA_027382085.1	027382085	set_D_clean	10	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAJYEA01;s__JAJYEA01 sp021809545	lineage_represented	0	species	lineage_represented	lineage_represented	Thermoplasmatota	True	123	Thermoplasmata	True	121	UBA184	True	16	UBA184	True	16	JAJYEA01	True	15	JAJYEA01 sp021809545	True	15
GB_GCA_027422835.1	027422835	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA9973;f__UBA1550;g__UBA1550;s__UBA1550 sp021812665	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Minisyncoccia	True	490	UBA9973	True	259	UBA1550	True	6	UBA1550	True	6	UBA1550 sp021812665	True	1
GB_GCA_028870835.1	028870835	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA6257;f__2-01-FULL-56-20;g__REEB91;s__REEB91 sp018971305	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Minisyncoccia	True	490	UBA6257	True	59	2-01-FULL-56-20	True	6	REEB91	True	2	REEB91 sp018971305	True	2
GB_GCA_029448515.1	029448515	set_A_v2;set_E	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Klebsiella	True	3104	Klebsiella pneumoniae	True	2429
GB_GCA_029536975.1	029536975	set_E	1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Bacilli	True	16480	Bacillales	True	1746	Bacillaceae	True	1021	Bacillus	True	1007	Bacillus subtilis	True	199
GB_GCA_029623735.1	029623735	set_E	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae_H	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Pasteurellaceae	True	554	Haemophilus	True	189	Haemophilus influenzae_H	True	13
GB_GCA_030054695.1	030054695	set_D_clean	10	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp029556335	lineage_represented	0	species	lineage_represented	lineage_represented	Methanobacteriota	True	265	Methanobacteria	True	216	Methanobacteriales	True	216	Methanobacteriaceae	True	189	Methanobacterium	True	20	Methanobacterium sp029556335	True	2
GB_GCA_030291175.1	030291175	set_B_v2	1	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum	lineage_represented	0	species	lineage_represented	lineage_represented	Bacillota	True	20301	Clostridia	True	3371	Clostridiales	True	468	Clostridiaceae	True	465	Clostridium	True	167	Clostridium butyricum	True	36
GB_GCA_030316505.1	030316505	set_A_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Salmonella	True	2852	Salmonella enterica	True	2804
GB_GCA_030316565.1	030316565	set_A_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Salmonella	True	2852	Salmonella enterica	True	2804
GB_GCA_030572375.1	030572375	set_B_v2;set_E	2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	lineage_represented	0	species	lineage_represented	lineage_represented	Actinomycetota	True	9581	Actinomycetes	True	8889	Mycobacteriales	True	4199	Mycobacteriaceae	True	3834	Mycobacterium	True	2651	Mycobacterium tuberculosis	True	1602
GB_GCA_030572755.1	030572755	set_E	1	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	lineage_represented	0	species	lineage_represented	lineage_represented	Actinomycetota	True	9581	Actinomycetes	True	8889	Mycobacteriales	True	4199	Mycobacteriaceae	True	3834	Mycobacterium	True	2651	Mycobacterium tuberculosis	True	1602
GB_GCA_030583965.1	030583965	set_A_v2;set_B_v2	3	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Denitrolinea;s__Denitrolinea symbiosum	lineage_represented	0	species	lineage_represented	lineage_represented	Chloroflexota	True	158	Anaerolineae	True	64	Anaerolineales	True	52	Villigracilaceae	True	28	Denitrolinea	True	5	Denitrolinea symbiosum	True	3
GB_GCA_030908285.1	030908285	set_A_v2;set_B_v2	2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces rochei	lineage_represented	0	species	lineage_represented	lineage_represented	Actinomycetota	True	9581	Actinomycetes	True	8889	Streptomycetales	True	1082	Streptomycetaceae	True	1082	Streptomyces	True	1044	Streptomyces rochei	True	17
GB_GCA_031953825.1	031953825	set_B_v2;set_E	3	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter cryaerophilus_A	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Arcobacteraceae	True	269	Aliarcobacter	True	222	Aliarcobacter cryaerophilus_A	True	46
GB_GCA_031954205.1	031954205	set_A_v2;set_B_v2;set_E	4	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter cryaerophilus_A	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Arcobacteraceae	True	269	Aliarcobacter	True	222	Aliarcobacter cryaerophilus_A	True	46
GB_GCA_033576375.1	033576375	set_B_v2;set_E	2	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Aliarcobacter;s__Aliarcobacter cryaerophilus_A	lineage_represented	0	species	lineage_represented	lineage_represented	Campylobacterota	True	4973	Campylobacteria	True	4968	Campylobacterales	True	4958	Arcobacteraceae	True	269	Aliarcobacter	True	222	Aliarcobacter cryaerophilus_A	True	46
GB_GCA_035295325.1	035295325	set_A_v2;set_E	2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces gardneri	lineage_represented	0	species	lineage_represented	lineage_represented	Actinomycetota	True	9581	Actinomycetes	True	8889	Streptomycetales	True	1082	Streptomycetaceae	True	1082	Streptomyces	True	1044	Streptomyces gardneri	True	2
GB_GCA_035360155.1	035360155	set_D_clean	10	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__DSM-23052;g__Methanothermobacter_A;s__Methanothermobacter_A sp003584625	lineage_represented	0	species	lineage_represented	lineage_represented	Methanobacteriota	True	265	Methanobacteria	True	216	Methanobacteriales	True	216	DSM-23052	True	9	Methanothermobacter_A	True	9	Methanothermobacter_A sp003584625	True	4
GB_GCA_035445505.1	035445505	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__UBA1547;s__UBA1547 sp937863415	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Saccharimonadia	True	317	Saccharimonadales	True	307	UBA1547	True	14	UBA1547	True	7	UBA1547 sp937863415	True	2
GB_GCA_036323135.1	036323135	set_E	1	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium polymorphum	lineage_represented	0	species	lineage_represented	lineage_represented	Fusobacteriota	True	457	Fusobacteriia	True	457	Fusobacteriales	True	457	Fusobacteriaceae	True	405	Fusobacterium	True	269	Fusobacterium polymorphum	True	99
GB_GCA_036783885.1	036783885	set_C_clean	10	d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA10092;f__UBA10092;g__UBA10092;s__UBA10092 sp003455995	lineage_represented	0	species	lineage_represented	lineage_represented	Patescibacteriota	True	1286	Minisyncoccia	True	490	UBA10092	True	6	UBA10092	True	6	UBA10092	True	5	UBA10092 sp003455995	True	5
GB_GCA_037232885.1	037232885	set_A_v2;set_E	2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas_A;s__Xanthomonas_A translucens	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Xanthomonadales	True	754	Xanthomonadaceae	True	689	Xanthomonas_A	True	24	Xanthomonas_A translucens	True	11
GB_GCA_037316445.1	037316445	set_B_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Vondammii;s__Vondammii sp037318855	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Chromatiales	True	50	Sedimenticolaceae	True	42	Vondammii	True	1	Vondammii sp037318855	True	1
GB_GCA_037898875.1	037898875	set_A_v2;set_B_v2;set_E	5	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium polymorphum	lineage_represented	0	species	lineage_represented	lineage_represented	Fusobacteriota	True	457	Fusobacteriia	True	457	Fusobacteriales	True	457	Fusobacteriaceae	True	405	Fusobacterium	True	269	Fusobacterium polymorphum	True	99
GB_GCA_037899175.1	037899175	set_A_v2;set_B_v2	3	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium polymorphum	lineage_represented	0	species	lineage_represented	lineage_represented	Fusobacteriota	True	457	Fusobacteriia	True	457	Fusobacteriales	True	457	Fusobacteriaceae	True	405	Fusobacterium	True	269	Fusobacterium polymorphum	True	99
GB_GCA_038020165.1	038020165	set_B_v2	1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	lineage_represented	0	species	lineage_represented	lineage_represented	Pseudomonadota	True	25960	Gammaproteobacteria	True	22452	Enterobacterales	True	14187	Enterobacteriaceae	True	12006	Salmonella	True	2852	Salmonella enterica	True	2804
GB_GCA_038087035.1	038087035	set_B_v2;set_E	3	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Gloeotrichia;s__Gloeotrichia echinulata	lineage_represented	0	species	lineage_represented	lineage_represented	Cyanobacteriota	True	1317	Cyanobacteriia	True	813	Cyanobacteriales	True	366	Nostocaceae	True	163	Gloeotrichia	True	2	Gloeotrichia echinulata	True	2
GB_GCA_038727015.1	038727015	set_D_clean	10	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus sp038893495	lineage_represented	0	species	lineage_represented	lineage_represented	Thermoproteota	True	474	Thermoprotei	True	46	Thermoproteales	True	28	Thermoproteaceae	True	25	Thermoproteus	True	11	Thermoproteus sp038893495	True	7
GB_GCA_038827615.1	038827615	set_D_clean	10	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__Thermosphaera;s__Thermosphaera sp038827615	lineage_represented	0	species	lineage_represented	lineage_represented	Thermoproteota	True	474	Thermoprotei_A	True	266	Sulfolobales	True	266	Desulfurococcaceae	True	33	Thermosphaera	True	7	Thermosphaera sp038827615	True	4
GB_GCA_038869635.1	038869635	set_D_clean	10	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__Nitrosotenuis sp038890395	lineage_represented	0	species	lineage_represented	lineage_represented	Thermoproteota	True	474	Nitrososphaeria	True	110	Nitrososphaerales	True	108	Nitrosopumilaceae	True	78	Nitrosotenuis	True	10	Nitrosotenuis sp038890395	True	1
